"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"22017","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22019","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22033","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22055","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22057","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22071","5","31212","77","0","2015","4","",6,39,40,46,330183,73460,1626,610,"",2.03,0.55,0.57,0.65,0.27,0.98,1.41,0.45,"",2,50.0,2,5.4,1,2.6,6,15.0,39804,13.7,41704,131.3,970,147.9,32,5.5
"22087","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22097","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22103","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22105","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.95,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23000","5","31212","57","0","2015","4","",23,373,370,377,4918833,540186,14623,1013,"",1.79,1.70,1.71,1.74,1.51,1.97,2.25,0.88,"",6,35.3,83,28.6,70,23.3,69,22.4,1752392,55.3,200021,58.8,5087,53.3,199,24.4
"23001","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23005","5","31212","77","0","2015","4","",10,271,275,278,4325883,391296,10004,1212,"",3.05,4.22,4.31,4.32,3.92,4.66,5.33,0.92,"",2,25.0,42,18.3,48,21.1,43,18.3,1551153,55.9,189350,93.8,5370,115.9,285,30.7
"23015","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23019","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.73,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23025","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.77,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23027","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.44,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23031","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",3.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24000","5","31212","57","0","2015","4","",33,357,365,376,3362905,431580,11713,707,"",0.79,0.38,0.38,0.39,0.18,0.43,0.47,0.46,"",7,26.9,81,29.3,91,33.2,111,41.9,872866,35.1,108486,33.6,3352,40.1,2,0.3
"24003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24005","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.22,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24013","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24017","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24019","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24021","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24023","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.45,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24025","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24027","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.22,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24029","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.47,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24031","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24033","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24041","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.61,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24045","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24047","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24510","5","31212","77","0","2015","4","",4,27,28,30,203386,36480,844,552,"",1.19,0.22,0.23,0.24,0.07,0.31,0.30,0.32,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24999","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25000","5","31212","57","0","2015","4","",47,1094,1058,1058,20901328,1796867,45853,1503,"",0.79,0.87,0.84,0.84,0.70,0.59,0.81,0.82,"",15,46.9,422,62.8,384,57.0,375,54.9,-15847427,-43.1,770707,75.1,6397,16.2,-2677,-64.0
"25001","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25005","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25009","5","31212","77","0","2015","4","",6,102,100,98,954578,215525,5760,734,"",1.02,0.87,0.86,0.83,0.41,0.81,1.02,0.49,"",0,0.0,15,17.2,9,9.9,10,11.4,323023,51.1,68626,46.7,599,11.6,186,33.9
"25011","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",5.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25013","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25015","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",2.53,0,0,0,0,0,0,0,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25017","5","31212","77","0","2015","4","",15,212,202,199,1620740,527592,13518,610,"",1.14,0.66,0.63,0.62,0.19,0.78,0.95,0.30,"N",6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25019","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25021","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25023","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25025","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25027","5","31212","77","0","2015","4","N",5,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26000","5","31212","57","0","2015","4","",89,2060,2077,2088,15163605,2844501,71809,562,"",1.50,1.34,1.36,1.36,0.56,1.78,1.38,0.41,"",23,34.8,518,33.6,461,28.5,446,27.2,4232307,38.7,676865,31.2,16767,30.5,36,6.8
"26005","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26007","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.35,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",7.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26017","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26021","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",4.62,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26023","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.28,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26025","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",3.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26031","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26033","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26035","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",7.86,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26037","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26047","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",5.93,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26049","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26055","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26061","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.55,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26065","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26075","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.54,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26077","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",2.42,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26081","5","31212","77","0","2015","4","",7,216,232,239,1263905,337394,8247,425,"",2.02,1.57,1.69,1.72,0.56,2.06,1.71,0.34,"",0,0.0,40,22.7,52,28.9,63,35.8,276856,28.0,113003,50.4,3864,88.2,-3,-0.7
"26093","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26099","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26103","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26111","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26117","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26121","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26123","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.24,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26125","5","31212","77","0","2015","4","",12,379,371,367,2776448,543553,12738,574,"",1.26,1.46,1.43,1.40,0.51,1.75,1.20,0.36,"",4,50.0,145,62.0,122,49.0,100,37.5,891044,47.3,200881,58.6,3433,36.9,-6,-1.0
"26139","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",2.92,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26147","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26149","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26159","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26161","5","31212","77","0","2015","4","",4,31,30,40,149842,75526,1861,342,"",2.01,0.41,0.40,0.53,0.10,1.26,1.15,0.23,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26163","5","31212","77","0","2015","4","",4,95,98,104,934157,196366,4359,726,"",0.54,0.37,0.38,0.40,0.18,0.83,0.56,0.46,"",1,33.3,0,0.0,-6,-5.8,-7,-6.3,385996,70.4,-35192,-15.2,-1606,-26.9,318,77.9
"26999","5","31212","77","0","2015","4","",19,85,86,80,700471,107059,2457,644,"",2.71,2.03,2.05,1.91,0.75,1.27,0.84,0.38,"",7,58.3,12,16.4,18,26.5,9,12.7,200807,40.2,18429,20.8,67,2.8,100,18.4
"27000","5","31212","57","0","2015","4","",61,1311,1322,1355,11655934,4654293,35194,674,"",1.54,1.28,1.30,1.33,0.62,1.44,0.80,0.48,"",13,27.1,485,58.7,463,53.9,366,37.0,3696780,46.4,1931856,71.0,3325,10.4,-13,-1.9
"27003","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27007","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.50,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.29,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27015","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27019","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.82,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27035","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",6.00,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27037","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27049","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",3.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27053","5","31212","77","0","2015","4","",22,590,578,581,4779301,2618933,15604,631,"",2.41,1.82,1.79,1.78,0.66,2.42,1.17,0.37,"",-4,-15.4,300,103.4,264,84.1,140,31.7,2590821,118.4,1144122,77.6,2120,15.7,148,30.6
"27075","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",13.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27103","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",5.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27109","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.24,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27111","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.40,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27123","5","31212","77","0","2015","4","N",9,0,0,0,0,0,0,0,"N",2.84,0,0,0,0,0,0,0,"N",3,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27127","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",7.75,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27133","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",13.58,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27137","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27139","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.41,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27145","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",1.95,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27163","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27171","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",2.74,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27999","5","31212","77","0","2015","4","",6,6,6,6,81255,42667,750,1042,"",1.25,0.26,0.26,0.26,0.12,0.34,0.29,0.47,"N",5,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28000","5","31212","57","0","2015","4","",6,52,50,49,405820,77437,830,620,"",0.33,0.13,0.12,0.12,0.08,0.11,0.12,0.61,"",0,0.0,12,30.0,2,4.2,-2,-3.9,70678,21.1,-1944,-2.4,70,9.2,64,11.5
"28035","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",2.12,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28045","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",4.70,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28047","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28049","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28103","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",18.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28161","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",19.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29000","5","31212","57","0","2015","4","",36,3051,2886,2903,68872678,2902244,57897,1798,"",0.75,3.06,2.90,2.89,4.31,2.01,2.15,1.46,"",12,50.0,-98,-3.1,-198,-6.4,-54,-1.8,-24374416,-26.1,228773,8.6,4729,8.9,-544,-23.2
"29019","5","31212","77","0","2015","4","",4,22,23,14,128612,30983,1088,503,"",3.30,0.65,0.68,0.41,0.27,0.70,1.51,0.46,"",1,33.3,15,214.3,14,155.6,5,55.6,61417,91.4,21450,225.0,753,224.8,-117,-18.9
"29025","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",18.48,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29031","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.52,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29047","5","31212","77","0","2015","4","",3,62,59,59,220441,94849,3329,283,"",2.22,1.70,1.64,1.63,0.35,1.61,3.17,0.21,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29071","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29077","5","31212","77","0","2015","4","N",3,0,0,0,0,0,0,0,"N",1.42,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29095","5","31212","77","0","2015","4","",4,151,150,154,1992527,196989,4763,1011,"",0.76,1.15,1.15,1.17,0.81,1.06,1.39,0.70,"",0,0.0,-48,-24.1,-43,-22.3,-39,-20.2,-2020989,-50.4,-43977,-18.3,-1007,-17.5,-572,-36.1
"29161","5","31212","77","0","2015","4","N",2,0,0,0,0,0,0,0,"N",6.67,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29183","5","31212","77","0","2015","4","",3,73,71,70,343852,186451,5753,371,"",1.35,1.42,1.38,1.35,0.45,2.34,3.53,0.32,"",0,0.0,40,121.2,40,129.0,47,204.3,220038,177.7,146747,369.6,4829,522.6,43,13.1
"29189","5","31212","77","0","2015","4","N",4,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29215","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",6.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29510","5","31212","77","0","2015","4","N",8,0,0,0,0,0,0,0,"N",2.50,0,0,0,0,0,0,0,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29999","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30000","5","31212","57","0","2015","4","",57,650,666,658,3857350,2191603,40050,451,"",5.04,3.94,4.09,3.99,1.68,2.88,4.51,0.42,"",12,26.7,134,26.0,161,31.9,133,25.3,958028,33.0,614742,39.0,5754,16.8,18,4.2
"30001","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",8.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30009","5","31212","77","0","2015","4","N",1,0,0,0,0,0,0,0,"N",8.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30013","5","31212","77","0","2015","4","",6,34,34,33,236147,138827,2680,540,"",8.78,2.63,2.64,2.54,1.36,2.57,4.20,0.52,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30029","5","31212","77","0","2015","4","",4,31,30,30,205723,125092,2453,522,"",3.62,2.08,2.06,2.01,1.01,1.88,2.53,0.49,"",0,0.0,6,24.0,12,66.7,4,15.4,58224,39.5,38475,44.4,424,20.9,29,5.9
